centroid_x,centroid_y,centroid_position_delta,spb1_x,spb1_y,spb1_z,spb2_x,spb2_y,spb2_z,spindle_length,spindle_length_delta,major_axis,minor_axis,aspect_ratio,major_axis_delta,minor_axis_delta,aspect_ratio_delta,kmt1,kmt2,kmt_length_difference,kmt1_stretch,kmt2_stretch,kmt_stretch_difference,Mutation
52.0983606557377,95.0491803278689,NaN,59,86,6,40,107,7,28.3372546306095,NaN,817.612737889667,425.371958179061,1.92211245280417,NaN,NaN,NaN,376.096397217522,832.608101089582,456.51170387206,NaN,NaN,NaN,brn
54.3090909090909,93.4181818181818,2.74726853286905,58,86,13,43,108,13,26.6270539113887,-1.71020071922081,840.33029186208,369.510359398703,2.2741724839042,22.7175539724133,-55.8615987803581,0.352060031100027,193.5,840.977110271142,647.477110271142,-182.596397217522,8.36900918155948,-190.965406399081,brn
53.78125,97.1875,3.8060971586515,59,88,20,41,109,20,27.6586333718787,1.03157946048997,1036.4995226634,368.27948963701,2.81443727340073,196.169230801319,-1.23086976169321,0.540264789496538,265.940312852339,685.644404921385,419.704092069046,72.4403128523391,-155.332705349757,227.773018202096,brn
54.4285714285714,95.8571428571429,1.47948476147569,61,87,27,43,108,27,27.6586333718787,0,933.643859984096,396.273096744901,2.3560616848666,-102.855662679303,27.993607107891,-0.458375588534132,322.5,697.674171802282,375.174171802282,56.5596871476609,12.029766880897,44.5299202667639,brn
56.1168831168831,92.6233766233766,3.64796387201635,64,86,34,42,106,34,29.732137494637,2.07350412275835,1024.65600181992,436.42795832232,2.34782392438564,91.0121418358241,40.154861577419,-0.00823776048096292,232.558057267427,820.950972957582,588.392915690154,-89.9419427325727,123.2768011553,-213.218743887873,brn
57.2456140350877,92,1.28943084354433,62,85,41,42,108,41,30.4795013082563,0.74736381361933,902.794669415562,352.045775557871,2.56442409509088,-121.861332404359,-84.3821827644485,0.216600170705245,332.868217167095,1092.00103021929,759.1328130522,100.310159899667,271.050057261713,-170.739897362045,brn
56.7321428571429,91.6785714285714,0.605779644021403,64,85,48,42,107,49,31.1287648325468,0.649263524290419,811.334030019154,385.054082668678,2.10706512808818,-91.4606393964075,33.0083071108066,-0.457358967002703,406.059724671138,1003.38452250371,597.324797832573,73.191507504043,-88.6165077155833,161.808015219626,brn
55.8823529411765,92.7058823529412,1.33323315163087,62,85,55,43,106,55,28.3196045170126,-2.80916031553417,1124.05903459294,353.617733269792,3.17874056880326,312.725004573783,-31.4363493988852,1.07167544071507,313.560998850303,788.994296557333,475.433297707029,-92.4987258208341,-214.390225946378,121.891500125544,brn
63.5396825396825,85.5555555555556,10.4767299234813,71,80,60,50,91,62,23.7907545067406,-4.52885001027196,1013.0081074108,390.689167455619,2.59287482682987,-111.050927182143,37.0714341858269,-0.585865741973385,306.855421982405,627.453783158569,320.598361176163,-6.70557686789823,-161.540513398764,154.834936530866,brn
65.4,80.6444444444444,5.25164673210613,75,74,69,51,90,69,28.8444102037119,5.05365569697128,951.681942718927,344.690927438314,2.7609718358173,-61.3261646918681,-45.9982400173059,0.168097008987426,440.461405800781,809.811089081892,369.349683281111,133.605983818375,182.357305923323,-48.7513221049479,brn
